Abandoning>>|<<p. pr. &amp; vb. n.>>|<<of Abandon
Coying>>|<<p. pr. &amp; vb. n.>>|<<of Coy
Cozening>>|<<p. pr. &amp; vb. n.>>|<<of Cozen
Cracking>>|<<p. pr. &amp; vb. n.>>|<<of Crack
Cradling>>|<<p. pr. &amp; vb. n.>>|<<of Cradle
Cramming>>|<<p. pr. &amp; vb. n.>>|<<of Cram
Cramping>>|<<p. pr. &amp; vb. n.>>|<<of Cramp
Craning>>|<<p. pr. &amp; vb. n.>>|<<of Crane
Crannying>>|<<p. pr. &amp; vb. n.>>|<<of Cranny
Craping>>|<<p. pr. &amp; vb. n.>>|<<of Crape
Crashing>>|<<p. pr. &amp; vb. n.>>|<<of Crash
Crating>>|<<p. pr. &amp; vb. n.>>|<<of Crate
Craunching>>|<<p. pr. &amp; vb. n.>>|<<of Craunch
Craving>>|<<p pr. &amp; vb. n.>>|<<of Crave
Cravening>>|<<p. pr. &amp; vb. n.>>|<<of Craven
Crawling>>|<<p. pr. &amp; vb. n.>>|<<of Crawl
Crayoning>>|<<p. pr. &amp; vb. n.>>|<<of Crayon
Crazing>>|<<p. pr. &amp; vb. n.>>|<<of Craze
Creaking>>|<<p. pr. &amp; vb. n.>>|<<of Creak
Creaming>>|<<p. pr. &amp; vb. n.>>|<<of Cream
Creasing>>|<<p. pr. &amp; vb. n.>>|<<of Crease
Creating>>|<<p. pr. &amp; vb. n.>>|<<of Create
Crediting>>|<<p. pr. &amp; vb. n.>>|<<of Credit
Creeping>>|<<p. pr. &amp; vb. n.>>|<<of Creep
Crenelating>>|<<p. pr. &amp; vb. n.>>|<<of Crenelate
Creosoting>>|<<p. pr. &amp; vb. n.>>|<<of Creosote
Crepitating>>|<<p. pr. &amp; vb. n.>>|<<of Crepitate
Cresting>>|<<p. pr. &amp; vb. n.>>|<<of Crest
Cribbing>>|<<p. pr. &amp; vb. n.>>|<<of Crib
Cribbling>>|<<p. pr. &amp; vb. n.>>|<<of Cribble
Criminating>>|<<p. pr. &amp; vb. n.>>|<<of Criminate
Crimping>>|<<p. pr. &amp; vb. n.>>|<<of Crimp
Crimpling>>|<<p. pr. &amp; vb. n.>>|<<of Crimple
Crimsoning>>|<<p. pr. &amp; vb. n.>>|<<of Crimson
Cringing>>|<<p. pr. &amp; vb. n.>>|<<of Cringe
Crinkling>>|<<p. pr. &amp; vb. n.>>|<<of Crinkle
Crippling>>|<<p. pr. &amp; vb. n.>>|<<of Cripple
Crisping>>|<<p. pr. &amp; vb. n.>>|<<of Crisp
Criticising>>|<<p. pr. &amp; vb. n.>>|<<of Criticise
Croaking>>|<<p. pr. &amp; vb. n.>>|<<of Croak
Crocheting>>|<<p. pr. &amp; vb. n.>>|<<of Crochet
Crocking>>|<<p. pr. &amp; vb. n.>>|<<of Crock
Crooking>>|<<p. pr. &amp; vb. n.>>|<<of Crook
Crooning>>|<<p. pr. &amp; vb. n.>>|<<of Croon
Cropping>>|<<p. pr. &amp; vb. n.>>|<<of Crop
Croqueting>>|<<p. pr. &amp; vb. n.>>|<<of Croquet
Crossing>>|<<p. pr. &amp; vb. n.>>|<<of Cross
Cross-examining>>|<<p. pr. &amp; vb. n.>>|<<of Cross-examine
Cross-questioning>>|<<p. pr. &amp; vb. n.>>|<<of Cross-question
Crouching>>|<<p. pr. &amp; vb. n.>>|<<of Crouch
Crowing>>|<<p. pr. &amp; vb. n.>>|<<of Crow
Crowding>>|<<p. pr. &amp; vb. n.>>|<<of Crowd
Crowning>>|<<p. pr. &amp; vb. n.>>|<<of Crown
Crucifying>>|<<p. pr. &amp; vb. n.>>|<<of Crucify
Cruising>>|<<p. pr. &amp; vb. n.>>|<<of Cruise
Crumbing>>|<<p. pr. &amp; vb. n.>>|<<of Crumb
Crumbling>>|<<p. pr. &amp; vb. n.>>|<<of Crumble
Crumpling>>|<<p. pr. &amp; vb. n.>>|<<of Crumple
Crunching>>|<<p. pr. &amp; vb. n.>>|<<of Crunch
Crusading>>|<<p. pr. &amp; vb. n.>>|<<of Crusade
Crushing>>|<<p. pr. &amp; vb. n.>>|<<of Crush
Crusting>>|<<p. pr. &amp; vb. n.>>|<<of Crust
Crying>>|<<p. pr. &amp; vb. n.>>|<<of Cry
Crystallizing>>|<<p. pr. &amp; vb. n.>>|<<of Crystallize
Cubbing>>|<<p. pr. &amp; vb. n.>>|<<of Cub
Cubing>>|<<p. pr. &amp; vb. n.>>|<<of Cube
Cuckolding>>|<<p. pr. &amp; vb. n.>>|<<of Cuckold
Cuddling>>|<<p. pr. &amp; vb. n.>>|<<of Cuddle
Cudgeling>>|<<p. pr. &amp; vb. n.>>|<<of Cudgel
Cuffing>>|<<p. pr. &amp; vb. n.>>|<<of Cuff
Culling>>|<<p. pr. &amp; vb. n.>>|<<of Cull
Culminating>>|<<p. pr. &amp; vb. n.>>|<<of Culminate
Cultivating>>|<<p. pr. &amp; vb. n.>>|<<of Cultivate
Culturing>>|<<p. pr. &amp; vb. n.>>|<<of Culture
Cumbering>>|<<p. pr. &amp; vb. n.>>|<<of Cumber
Cumulating>>|<<p. pr. &amp; vb. n.>>|<<of Cumulate
Cupping>>|<<p. pr. &amp; vb. n.>>|<<of Cup
Cupelling>>|<<p. pr. &amp; vb. n.>>|<<of Cupel
Curbing>>|<<p. pr. &amp; vb. n.>>|<<of Curb
Curding>>|<<p. pr. &amp; vb. n.>>|<<of Curd
Curdling>>|<<p. pr. &amp; vb. n.>>|<<of Curdle
Curing>>|<<p. pr. &amp; vb. n.>>|<<of Cure
Curling>>|<<p. pr. &amp; vb. n.>>|<<of Curl
Currying>>|<<p. pr. &amp; vb. n.>>|<<of Curry
Cursing>>|<<p. pr. &amp; vb. n.>>|<<of Curse
Curtailing>>|<<p. pr. &amp; vb. n.>>|<<of Curtail
Curtaining>>|<<p. pr. &amp; vb. n.>>|<<of Curtain
Curving>>|<<p. pr. &amp; vb. n.>>|<<of Curve
Curveting>>|<<p. pr. &amp; vb. n.>>|<<of Curvet
Cusping>>|<<p. pr. &amp; vb. n.>>|<<of Cusp
Cutting>>|<<p. pr. &amp; vb. n.>>|<<of Cut
Cycling>>|<<p. pr. &amp; vb. n.>>|<<of Cycle
Dabbing>>|<<p. pr. &amp; vb. n.>>|<<of Dab
Dabbling>>|<<p. pr. &amp; vb. n.>>|<<of Dabble
Daddling>>|<<p. pr. &amp; vb. n.>>|<<of Dadle
Daggling>>|<<p. pr. &amp; vb. n.>>|<<of Daggle
Daguerreotyping>>|<<p. pr. &amp; vb. n.>>|<<of Daguerreotype
Daintifying>>|<<p. pr. &amp; vb. n.>>|<<of Daintify
Dallying>>|<<p. pr. &amp; vb. n.>>|<<of Dally
Damming>>|<<p. pr. &amp; vb. n.>>|<<of Dam
Damaging>>|<<p. pr. &amp; vb. n.>>|<<of Damage
Damasking>>|<<p. pr. &amp; vb. n.>>|<<of Damask
Damning>>|<<p. pr. &amp; vb. n.>>|<<of Damn
Damping>>|<<p. pr. &amp; vb. n.>>|<<of Damp
Dampening>>|<<p. pr. &amp; vb. n.>>|<<of Dampen
Dancing>>|<<p. pr. &amp; vb. n.>>|<<of Dance
Dancing>>|<<p. a. &amp; vb. n.>>|<<from Dance.
Dandifying>>|<<p. pr. &amp; vb. n.>>|<<of Dandify
Dandling>>|<<p. pr. &amp; vb. n.>>|<<of Dandle
Dangling>>|<<p. pr. &amp; vb. n.>>|<<of Dangle
Dappling>>|<<p. pr. &amp; vb. n.>>|<<of Dapple
Daring>>|<<p. pr. &amp; vb. n.>>|<<of Dare
Daring>>|<<p. pr. &amp; vb. n.>>|<<of Dare
Darkening>>|<<p. pr. &amp; vb. n.>>|<<of Darken
Darning>>|<<p. pr. &amp; vb. n.>>|<<of Darn
Darting>>|<<p. pr. &amp; vb. n.>>|<<of Dart
Dashing>>|<<p. pr. &amp; vb. n.>>|<<of Dash
Dastardizing>>|<<p. pr. &amp; vb. n.>>|<<of Dastardize
Dating>>|<<p. pr. &amp; vb. n.>>|<<of Date
Daubing>>|<<p. pr. &amp; vb. n.>>|<<of Daub
Daunting>>|<<p. pr. &amp; vb. n.>>|<<of Daunt
Dawdling>>|<<p. pr. &amp; vb. n.>>|<<of Dawdle
Dawning>>|<<p. pr. &amp; vb. n.>>|<<of Dawn
Dazing>>|<<p. pr. &amp; vb. n.>>|<<of Daze
Dazzling>>|<<p. pr. &amp; vb. n.>>|<<of Dazzle
Deadening>>|<<p. pr. &amp; vb. n.>>|<<of Deaden
Deafening>>|<<p. pr. &amp; vb. n.>>|<<of Deafen
Dealing>>|<<p. pr. &amp; vb. n.>>|<<of Deal
Debarring>>|<<p. pr. &amp; vb. n.>>|<<of Debar
Debarking>>|<<p. pr. &amp; vb. n.>>|<<of Debark
Debasing>>|<<p. pr. &amp; vb. n.>>|<<of Debase
Debating>>|<<p. pr. &amp; vb. n.>>|<<of Debate
Debauching>>|<<p. pr. &amp; vb. n.>>|<<of Debauch
Debilitating>>|<<p. pr. &amp; vb. n.>>|<<of Debilitate
Debiting>>|<<p. pr. &amp; vb. n.>>|<<of Debit
Debouching>>|<<p. pr. &amp; vb. n.>>|<<of Debouch
Decalcifying>>|<<p. pr. &amp; vb. n.>>|<<of Decalcify
Decamping>>|<<p. pr. &amp; vb. n.>>|<<of Decamp
Decanting>>|<<p. pr. &amp; vb. n.>>|<<of Decant
Decapitating>>|<<p. pr. &amp; vb. n.>>|<<of Decapitate
Decarbonizing>>|<<p. pr. &amp; vb. n.>>|<<of Decarbonize
Decaying>>|<<p. pr. &amp; vb. n.>>|<<of Decay
Deceasing>>|<<p. pr. &amp; vb. n.>>|<<of Decease
Deceiving>>|<<p. pr. &amp; vb. n.>>|<<of Deceive
Dechristianizing>>|<<p. pr. &amp; vb. n.>>|<<of Dechristianize
Deciding>>|<<p. pr. &amp; vb. n.>>|<<of Decide
Decimating>>|<<p. pr. &amp; vb. n.>>|<<of Decimate
Deciphering>>|<<p. pr. &amp; vb. n.>>|<<of Decipher
Decking>>|<<p. pr. &amp; vb. n.>>|<<of Deck
Declaiming>>|<<p. pr. &amp; vb. n.>>|<<of Declaim
Declaring>>|<<p. pr. &amp; vb. n.>>|<<of Declare
Declining>>|<<p. pr. &amp; vb. n.>>|<<of Decline
Decocting>>|<<p. pr. &amp; vb. n.>>|<<of Decoct
Decollating>>|<<p. pr. &amp; vb. n.>>|<<of Decollate
Decomposing>>|<<p. pr. &amp; vb. n.>>|<<of Decompose
Decompounding>>|<<p. pr. &amp; vb. n.>>|<<of Decompound
Decorating>>|<<p. pr. &amp; vb. n.>>|<<of Decorate
Decorticating>>|<<p. pr. &amp; vb. n.>>|<<of Decorticate
Decoying>>|<<p. pr. &amp; vb. n.>>|<<of Decoy
Decreasing>>|<<p. pr. &amp; vb. n.>>|<<of Decrease
Decreeing>>|<<p. pr. &amp; vb. n.>>|<<of Decree
Decrepitating>>|<<p. pr. &amp; vb. n.>>|<<of Decrepitate
Decrying>>|<<p. pr. &amp; vb. n.>>|<<of Decry
Decupling>>|<<p. pr. &amp; vb. n.>>|<<of Decuple
Decussating>>|<<p. pr. &amp; vb. n.>>|<<of Decussate
Dedicating>>|<<p. pr. &amp; vb. n.>>|<<of Dedicate
Deducing>>|<<p. pr. &amp; vb. n.>>|<<of Deduce
Deducting>>|<<p. pr. &amp; vb. n.>>|<<of Deduct
Deeming>>|<<p. pr. &amp; vb. n.>>|<<of Deem
Deepening>>|<<p. pr. &amp; vb. n.>>|<<of Deepen
Defacing>>|<<p. pr. &amp; vb. n.>>|<<of Deface
Defalcating>>|<<p. pr. &amp; vb. n.>>|<<of Defalcate
Defaming>>|<<p. pr. &amp; vb. n.>>|<<of Defame
Defaulting>>|<<p. pr. &amp; vb. n.>>|<<of Default
Defeating>>|<<p. pr. &amp; vb. n.>>|<<of Defeat
Defecating>>|<<p. pr. &amp; vb. n.>>|<<of Defecate
Defending>>|<<p. pr. &amp; vb. n.>>|<<of Defend
Deferring>>|<<p. pr. &amp; vb. n.>>|<<of Defer
Defilading>>|<<p. pr. &amp; vb. n.>>|<<of Defilade
Defiling>>|<<p. pr. &amp; vb. n.>>|<<of Defile
Defining>>|<<p. pr. &amp; vb. n.>>|<<of Define
Deflagrating>>|<<p. pr. &amp; vb. n.>>|<<of Deflagrate
Deflecting>>|<<p. pr. &amp; vb. n.>>|<<of Deflect
Deflouring>>|<<p. pr. &amp; vb. n.>>|<<of Deflour
Deforcing>>|<<p. pr. &amp; vb. n.>>|<<of Deforce
Deforming>>|<<p. pr. &amp; vb. n.>>|<<of Deform
Defrauding>>|<<p. pr. &amp; vb. n.>>|<<of Defraud
Defraying>>|<<p. pr. &amp; vb. n.>>|<<of Defray
Defying>>|<<p. pr. &amp; vb. n.>>|<<of Defy
Degarnishing>>|<<p. pr. &amp; vb. n.>>|<<of Degarnish
Degenerating>>|<<p. pr. &amp; vb. n.>>|<<of Degenerate
Deglutinating>>|<<p. pr. &amp; vb. n.>>|<<of Deglutinate
Degrading>>|<<p. pr. &amp; vb. n.>>|<<of Degrade
Dehorning>>|<<p. pr. &amp; vb. n.>>|<<of Dehorn
Dehorting>>|<<p. pr. &amp; vb. n.>>|<<of Dehort
Deifying>>|<<p. pr. &amp; vb. n.>>|<<of Deify
Deigning>>|<<p. pr. &amp; vb. n.>>|<<of Deign
Dejecting>>|<<p. pr. &amp; vb. n.>>|<<of Deject
Delapsing>>|<<p. pr. &amp; vb. n.>>|<<of Delapse
Delating>>|<<p. pr. &amp; vb. n.>>|<<of Delate
Delaying>>|<<p. pr. &amp; vb. n.>>|<<of Delay
Deleing>>|<<p. pr. &amp; vb. n.>>|<<of Dele
Delegating>>|<<p. pr. &amp; vb. n.>>|<<of Delegate
Deleting>>|<<p. pr. &amp; vb. n.>>|<<of Delete
Deliberating>>|<<p. pr. &amp; vb. n.>>|<<of Deliberate
Delibrating>>|<<p. pr. &amp; vb. n.>>|<<of Delibrate
Delighting>>|<<p. pr. &amp; vb. n.>>|<<of Delight
Delineating>>|<<p. pr. &amp; vb. n.>>|<<of Delineate
Deliquescing>>|<<p. pr. &amp; vb. n.>>|<<of Deliquesce
Delivering>>|<<p. pr. &amp; vb. n.>>|<<of Deliver
Deluding>>|<<p. pr. &amp; vb. n.>>|<<of Delude
Deluging>>|<<p. pr. &amp; vb. n.>>|<<of Deluge
Delving>>|<<p. pr. &amp; vb. n.>>|<<of Delve
Demanding>>|<<p. pr. &amp; vb. n.>>|<<of Demand
Demeaning>>|<<p. pr. &amp; vb. n.>>|<<of Demean
Demephitizing>>|<<p. pr. &amp; vb. n.>>|<<of Demephitize
Demising>>|<<p. pr. &amp; vb. n.>>|<<of Demise
Demitting>>|<<p. pr. &amp; vb. n.>>|<<of Demit
Demolishing>>|<<p. pr. &amp; vb. n.>>|<<of Demolish
Demonizing>>|<<p. pr. &amp; vb. n.>>|<<of Demonize
Demoralizing>>|<<p. pr. &amp; vb. n.>>|<<of Demoralize
Demurring>>|<<p. pr. &amp; vb. n.>>|<<of Demur
Denationalizing>>|<<p. pr. &amp; vb. n.>>|<<of Denationalize
Denaturalizing>>|<<p. pr. &amp; vb. n.>>|<<of Denaturalize
Denominating>>|<<p. pr. &amp; vb. n.>>|<<of Denominate
Denoting>>|<<p. pr. &amp; vb. n.>>|<<of Denote
Denouncing>>|<<p. pr. &amp; vb. n.>>|<<of Denounce
Denting>>|<<p. pr. &amp; vb. n.>>|<<of Dent
Dentizing>>|<<p. pr. &amp; vb. n.>>|<<of Dentize
Denying>>|<<p. pr. &amp; vb. n.>>|<<of Deny
Depainting>>|<<p. pr. &amp; vb. n.>>|<<of Depaint
Departing>>|<<p. pr. &amp; vb. n.>>|<<of Depart
Depauperating>>|<<p. pr. &amp; vb. n.>>|<<of Depauperate
Depending>>|<<p. pr. &amp; vb. n.>>|<<of Depend
Dephlegmating>>|<<p. pr. &amp; vb. n.>>|<<of Dephlegmate
Dephlogisticating>>|<<p. pr. &amp; vb. n.>>|<<of Dephlogisticcate
Depicting>>|<<p. pr. &amp; vb. n.>>|<<of Depict
Depicturing>>|<<p. pr. &amp; vb. n.>>|<<of Depicture
Depilating>>|<<p. pr. &amp; vb. n.>>|<<of Depilate
Depleting>>|<<p. pr. &amp; vb. n.>>|<<of Deplete
Deploring>>|<<p. pr. &amp; vb. n.>>|<<of Deplore
Deploying>>|<<p. pr. &amp; vb. n.>>|<<of Deploy
Depluming>>|<<p. pr. &amp; vb. n.>>|<<of Deplume
Depolarizing>>|<<p. pr. &amp; vb. n.>>|<<of Depolarize
Deponing>>|<<p. pr. &amp; vb. n.>>|<<of Depone
Depopulating>>|<<p. pr. &amp; vb. n.>>|<<of Depopulate
Deporting>>|<<p. pr. &amp; vb. n.>>|<<of Deport
Deposing>>|<<p. pr.  &amp; vb. n.>>|<<of Depose
Depositing>>|<<p. pr. &amp; vb. n.>>|<<of Deposit
Depraving>>|<<p. pr. &amp; vb. n.>>|<<of Deprave
Deprecating>>|<<p. pr. &amp; vb. n.>>|<<of Deprecate
Depreciating>>|<<p. pr. &amp; vb. n.>>|<<of Depreciate
Depredating>>|<<p. pr. &amp; vb. n.>>|<<of Depredate
Deprehending>>|<<p. pr. &amp; vb. n.>>|<<of Deprehend
Depressing>>|<<p. pr. &amp; vb. n.>>|<<of Depress
Depriving>>|<<p. pr. &amp; vb. n.>>|<<of Deprive
Depurating>>|<<p. pr. &amp; vb. n.>>|<<of Depurate
Deputing>>|<<p. pr. &amp; vb. n.>>|<<of Depute
Deracinating>>|<<p. pr. &amp; vb. n.>>|<<of Deracinate
Derailing>>|<<p. pr. &amp; vb. n.>>|<<of Derail
Deranging>>|<<p. pr. &amp; vb. n.>>|<<of Derange
Deriding>>|<<p. pr. &amp; vb. n.>>|<<of Deride
Deriving>>|<<p. pr. &amp; vb. n.>>|<<of Derive
Derogating>>|<<p. pr. &amp; vb. n.>>|<<of Derogate
Descanting>>|<<p. pr. &amp; vb. n.>>|<<of Descant
Descending>>|<<p. pr. &amp; vb. n.>>|<<of Descend
Describing>>|<<p. pr. &amp; vb. n.>>|<<of Describe
Descrying>>|<<p. pr. &amp; vb. n.>>|<<of Descry
Desecrating>>|<<p. pr. &amp; vb. n.>>|<<of Desecrate
Deserting>>|<<p. pr. &amp; vb. n.>>|<<of Desert
Deserving>>|<<p. pr. &amp; vb. n.>>|<<of Deserve
Desiccating>>|<<p. pr. &amp; vb. n.>>|<<of Desiccate
Desiderating>>|<<p. pr. &amp; vb. n.>>|<<of Desiderate
Designing>>|<<p. pr. &amp; vb. n.>>|<<of Design
Designating>>|<<p. pr. &amp; vb. n.>>|<<of Designate
Desiring>>|<<p. pr. &amp; vb. n.>>|<<of Desire
Desisting>>|<<p. pr. &amp; vb. n.>>|<<of Desist
Desking>>|<<p. pr. &amp; vb. n.>>|<<of Desk
Desolating>>|<<p. pr. &amp; vb. n.>>|<<of Desolate
Despairing>>|<<p. pr. &amp; vb. n.>>|<<of Despair
Despising>>|<<p. pr. &amp; vb. n.>>|<<of Despise
Despiting>>|<<p. pr. &amp; vb. n.>>|<<of Despite
Despoiling>>|<<p. pr. &amp; vb. n.>>|<<of Despoil
Desponding>>|<<p. pr. &amp; vb. n.>>|<<of Despond
Despumating>>|<<p. pr. &amp; vb. n.>>|<<of Despumate
Destining>>|<<p. pr. &amp; vb. n.>>|<<of Destine
Destroying>>|<<p. pr. &amp; vb. n.>>|<<of Destroy
Desulphurating>>|<<p. pr. &amp; vb. n.>>|<<of Desulphurate
Detaching>>|<<p. pr. &amp; vb. n.>>|<<of Detach
Detailing>>|<<p. pr. &amp; vb. n.>>|<<of Detail
Detaining>>|<<p. pr. &amp; vb. n.>>|<<of Detain
Detecting>>|<<p. pr. &amp; vb. n.>>|<<of Detect
Deterring>>|<<p. pr. &amp; vb. n.>>|<<of Deter
Deterging>>|<<p. pr. &amp; vb. n.>>|<<of Deterge
Deteriorating>>|<<p. pr. &amp; vb. n.>>|<<of Deteriorate
Determining>>|<<p. pr. &amp; vb. n.>>|<<of Determine
Detesting>>|<<p. pr. &amp; vb. n.>>|<<of Detest
Dethroning>>|<<p. pr. &amp; vb. n.>>|<<of Dethrone
Detonating>>|<<p. pr. &amp; vb. n.>>|<<of Detonate
Detonizing>>|<<p. pr. &amp; vb. n.>>|<<of Detonize
Detorting>>|<<p. pr. &amp; vb. n.>>|<<of Detort
Detracting>>|<<p. pr. &amp; vb. n.>>|<<of Detract
Detruding>>|<<p. pr. &amp; vb. n.>>|<<of Detrude
Detruncating>>|<<p. pr. &amp; vb. n.>>|<<of Detuncate
Devastating>>|<<p. pr. &amp; vb. n.>>|<<of Devastate
Developing>>|<<p. pr. &amp; vb. n.>>|<<of Develop
Devesting>>|<<p. pr. &amp; vb. n.>>|<<of Devest
Deviating>>|<<p. pr. &amp; vb. n.>>|<<of Deviate
Deviling>>|<<p. pr. &amp; vb. n.>>|<<of Devil
Devising>>|<<p. pr. &amp; vb. n.>>|<<of Devise
Devolving>>|<<p. pr. &amp; vb. n.>>|<<of Devolve
Devoting>>|<<p. pr. &amp; vb. n.>>|<<of Devote
Devouring>>|<<p. pr. &amp; vb. n.>>|<<of Devour
Dewing>>|<<p. pr. &amp; vb. n.>>|<<of Dew
Dialing>>|<<p. pr. &amp; vb. n.>>|<<of Dial
Dialyzing>>|<<p. pr. &amp; vb. n.>>|<<of Dialyze
Dibbling>>|<<p. pr. &amp; vb. n.>>|<<of Dibble
Dicing>>|<<p. pr. &amp; vb. n.>>|<<of Dice
Dichotomizing>>|<<p. pr. &amp; vb. n.>>|<<of Dichotomize
Dictating>>|<<p. pr. &amp; vb. n.>>|<<of Dictate
Dying>>|<<p. pr. &amp; vb. n.>>|<<of Die
Dieting>>|<<p. pr. &amp; vb. n.>>|<<of Diet
Differing>>|<<p. pr. &amp; vb. n.>>|<<of Differ
Differencing>>|<<p. pr. &amp; vb. n.>>|<<of Difference
Diffracting>>|<<p. pr. &amp; vb. n.>>|<<of Diffract
Diffusing>>|<<p. pr. &amp; vb. n.>>|<<of Diffuse
Digging>>|<<p. pr. &amp; vb. n.>>|<<of Dig
Digesting>>|<<p. pr. &amp; vb. n.>>|<<of Digest
Dighting>>|<<p. pr. &amp; vb. n.>>|<<of Dight
Dignifying>>|<<p. pr. &amp; vb. n.>>|<<of Dignify
Digressing>>|<<p. pr. &amp; vb. n.>>|<<of Digress
Dijucating>>|<<p. pr. &amp; vb. n.>>|<<of Dijudicate
Diking>>|<<p. pr. &amp; vb. n.>>|<<of Dike
Dilacerating>>|<<p. pr. &amp; vb. n.>>|<<of Dilacerate
Dilapidating>>|<<p. pr. &amp; vb. n.>>|<<of Dilapidate
Dilating>>|<<p. pr. &amp; vb. n.>>|<<of Dilate
Diluting>>|<<p. pr. &amp; vb. n.>>|<<of Dilute
Dimming>>|<<p. pr. &amp; vb. n.>>|<<of Dim
Dimidiating>>|<<p. pr. &amp; vb. n.>>|<<of Dimidiate
Diminishing>>|<<p. pr. &amp; vb. n.>>|<<of Diminish
Dimpling>>|<<p. pr. &amp; vb. n.>>|<<of Dimple
Dinning>>|<<p. pr. &amp; vb. n.>>|<<of Din
Dining>>|<<p. pr. &amp; vb. n.>>|<<of Dine
Dinging>>|<<p. pr. &amp; vb. n.>>|<<of Ding
Dinting>>|<<p. pr. &amp; vb. n.>>|<<of Dint
Dipping>>|<<p. pr. &amp; vb. n.>>|<<of Dip
Directing>>|<<p. pr. &amp; vb. n.>>|<<of Direct
Dirking>>|<<p. pr. &amp; vb. n.>>|<<of Dirk
Dirtying>>|<<p. pr. &amp; vb. n.>>|<<of Dirty
Disabling>>|<<p. pr. &amp; vb. n.>>|<<of Disable
Disabusing>>|<<p. pr. &amp; vb. n.>>|<<of Disabuse
Disacknowledging>>|<<p. pr. &amp; vb. n.>>|<<of Disacknowledge
Disaffecting>>|<<p. pr. &amp; vb. n.>>|<<of Disaffect
Disafforesting>>|<<p. pr. &amp; vb. n.>>|<<of Disafforest
Disageeing>>|<<p. pr. &amp; vb. n.>>|<<of Disagree
Disallowing>>|<<p. pr. &amp; vb. n.>>|<<of Disallow
Disanimating>>|<<p. pr. &amp; vb. n.>>|<<of Disanimate
Disappearing>>|<<p. pr. &amp; vb. n.>>|<<of Disappear
Disappointing>>|<<p. pr. &amp; vb. n.>>|<<of Disappoint
Disapproving>>|<<p. pr. &amp; vb. n.>>|<<of Disapprove
Disarming>>|<<p. pr. &amp; vb. n.>>|<<of Disarm
Disarranging>>|<<p. pr. &amp; vb. n.>>|<<of Disarrange
Disarraying>>|<<p. pr. &amp; vb. n.>>|<<of Disarray
Disassociating>>|<<p. pr. &amp; vb. n.>>|<<of Disassociate
Disavowing>>|<<p. pr. &amp; vb. n.>>|<<of Disavow
Disbanding>>|<<p. pr. &amp; vb. n.>>|<<of Disband
Disbarring>>|<<p. pr. &amp; vb. n.>>|<<of Disbar
Disbelieving>>|<<p. pr. &amp; vb. n.>>|<<of Disbelieve
Disbursing>>|<<p. pr. &amp; vb. n.>>|<<of Disburse
Disburthening>>|<<p. pr. &amp; vb. n.>>|<<of Disburthen
Discarding>>|<<p. pr. &amp; vb. n.>>|<<of Discard
Discerning>>|<<p. pr. &amp; vb. n.>>|<<of Discern
Discharging>>|<<p. pr. &amp; vb. n.>>|<<of Discharge
Discipling>>|<<p. pr. &amp; vb. n.>>|<<of Disciple
Disciplining>>|<<p. pr. &amp; vb. n.>>|<<of Discipline
Disclaiming>>|<<p. pr. &amp; vb. n.>>|<<of Disclaim
Disclosing>>|<<p. pr. &amp; vb. n.>>|<<of Disclose
Discoloring>>|<<p. pr. &amp; vb. n.>>|<<of Discolor
Discomfiting>>|<<p. pr. &amp; vb. n.>>|<<of Discomfit
Discomforting>>|<<p. pr. &amp; vb. n.>>|<<of Discomfort
Discommoding>>|<<p. pr. &amp; vb. n.>>|<<of Discommode
Discomposing>>|<<p. pr. &amp; vb. n.>>|<<of Discompose
Disconcerting>>|<<p. pr. &amp; vb. n.>>|<<of Disconcert
Disconnecting>>|<<p. pr. &amp; vb. n.>>|<<of Disconnect
Discontenting>>|<<p. pr. &amp; vb. n.>>|<<of Discontent
Discontinuing>>|<<p. pr. &amp; vb. n.>>|<<of Discontinue
Discounting>>|<<p. pr. &amp; vb. n.>>|<<of Discount
Discountenancing>>|<<p. pr. &amp; vb. n.>>|<<of Discountenance
Discouraging>>|<<p. pr. &amp; vb. n.>>|<<of Discourage
Discoursing>>|<<p. pr. &amp; vb. n.>>|<<of Discourse
Discovering>>|<<p. pr. &amp; vb. n.>>|<<of Discover
Discrediting>>|<<p. pr. &amp; vb. n.>>|<<of Discredit
Discriminating>>|<<p. pr. &amp; vb. n.>>|<<of Discriminate
Discrowning>>|<<p. pr. &amp; vb. n.>>|<<of Discrown
Discruciating>>|<<p. pr. &amp; vb. n.>>|<<of Discruciate
Disculpating>>|<<p. pr. &amp; vb. n.>>|<<of Disculpate
Discussing>>|<<p. pr. &amp; vb. n.>>|<<of Discuss
Disdaining>>|<<p. pr. &amp; vb. n.>>|<<of Disdain
Diseasing>>|<<p. pr. &amp; vb. n.>>|<<of Disease
Disembarking>>|<<p. pr. &amp; vb. n.>>|<<of Disembark
Disembarrassing>>|<<p. pr. &amp; vb. n.>>|<<of Disembarrass
Disembaying>>|<<p. pr. &amp; vb. n.>>|<<of Disembay
Disembodying>>|<<p. pr. &amp; vb. n.>>|<<of Disembody
Disemboguing>>|<<p. pr. &amp; vb. n.>>|<<of Disembogue
Disembroiling>>|<<p. pr. &amp; vb. n.>>|<<of Disembroil
Disenchanting>>|<<p. pr. &amp; vb. n.>>|<<of Disenchant
Disencumbering>>|<<p. pr. &amp; vb. n.>>|<<of Disencumber
Disengaging>>|<<p. pr. &amp; vb. n.>>|<<of Disengage
